Transcript stable ID	Gene stable ID	Gene type	Gene name
ENSRNOT00000087668.1	ENSRNOG00000015071	protein_coding	Zim1
ENSRNOT00000020416.4	ENSRNOG00000015071	protein_coding	Zim1
ENSRNOT00000081492.1	ENSRNOG00000060801	lincRNA	AABR07061261.3
ENSRNOT00000086966.1	ENSRNOG00000052345	lincRNA	AABR07061453.1
ENSRNOT00000090537.1	ENSRNOG00000059532	lincRNA	AABR07049960.2
ENSRNOT00000084077.1	ENSRNOG00000061456	lincRNA	AABR07032141.1
ENSRNOT00000083309.1	ENSRNOG00000055701	lincRNA	AABR07052389.1
ENSRNOT00000079892.1	ENSRNOG00000061174	lincRNA	AC128986.1
ENSRNOT00000022332.2	ENSRNOG00000016661	pseudogene	AC113925.1
ENSRNOT00000088868.1	ENSRNOG00000016742	protein_coding	Prl7b1
ENSRNOT00000022447.4	ENSRNOG00000016742	protein_coding	Prl7b1
ENSRNOT00000082612.1	ENSRNOG00000012147	protein_coding	Nop14
ENSRNOT00000066391.1	ENSRNOG00000012147	protein_coding	Nop14
ENSRNOT00000028490.2	ENSRNOG00000020990	protein_coding	Fgf21
ENSRNOT00000022478.4	ENSRNOG00000016575	protein_coding	Tnfrsf1b
ENSRNOT00000088102.1	ENSRNOG00000056149	lincRNA	AABR07026002.2
ENSRNOT00000003837.3	ENSRNOG00000002841	protein_coding	Cdc42bpa
ENSRNOT00000082844.1	ENSRNOG00000002841	protein_coding	Cdc42bpa
ENSRNOT00000086639.1	ENSRNOG00000057992	lincRNA	AC134037.1
ENSRNOT00000078172.1	ENSRNOG00000060521	lincRNA	AABR07011084.2
ENSRNOT00000037665.5	ENSRNOG00000025332	protein_coding	Cd109
ENSRNOT00000033420.6	ENSRNOG00000021469	protein_coding	Ccdc14
ENSRNOT00000081010.1	ENSRNOG00000059246	lincRNA	AABR07059153.1
ENSRNOT00000083098.1	ENSRNOG00000060007	lincRNA	AC131411.3
ENSRNOT00000040030.5	ENSRNOG00000048201	protein_coding	LOC108349829
ENSRNOT00000087346.1	ENSRNOG00000009066	protein_coding	Thra
ENSRNOT00000012340.3	ENSRNOG00000009066	protein_coding	Thra
ENSRNOT00000084513.1	ENSRNOG00000057586	lincRNA	AC131806.2
ENSRNOT00000056119.4	ENSRNOG00000037178	protein_coding	Terb2
ENSRNOT00000058090.4	ENSRNOG00000009177	protein_coding	Fcer1a
ENSRNOT00000083561.1	ENSRNOG00000009177	protein_coding	Fcer1a
ENSRNOT00000088177.1	ENSRNOG00000051827	lincRNA	LOC102555852
ENSRNOT00000022953.6	ENSRNOG00000017019	protein_coding	Lmx1b
ENSRNOT00000074881.1	ENSRNOG00000046235	protein_coding	LOC686967
ENSRNOT00000082440.1	ENSRNOG00000060370	lincRNA	AABR07028113.1
ENSRNOT00000000599.7	ENSRNOG00000022289	protein_coding	Aip
ENSRNOT00000091542.1	ENSRNOG00000022289	protein_coding	Aip
ENSRNOT00000060669.3	ENSRNOG00000003973	protein_coding	Cyb5r1
ENSRNOT00000077876.1	ENSRNOG00000061467	lincRNA	AABR07043772.1
ENSRNOT00000090255.1	ENSRNOG00000061467	lincRNA	AABR07043772.1
ENSRNOT00000078725.1	ENSRNOG00000061394	protein_coding	Clec4e
ENSRNOT00000079674.1	ENSRNOG00000051522	lincRNA	AABR07044011.1
ENSRNOT00000077973.1	ENSRNOG00000056697	protein_coding	Kcnab1
ENSRNOT00000091390.1	ENSRNOG00000058490	protein_coding	AABR07044362.1
ENSRNOT00000063911.2	ENSRNOG00000043192	protein_coding	Hacd1
ENSRNOT00000074140.1	ENSRNOG00000047960	protein_coding	Rab9b
ENSRNOT00000006180.6	ENSRNOG00000004603	protein_coding	Srgap1
ENSRNOT00000050660.3	ENSRNOG00000029860	protein_coding	Gzmn
ENSRNOT00000087073.1	ENSRNOG00000059697	protein_coding	LOC102557137
ENSRNOT00000017517.3	ENSRNOG00000012637	protein_coding	Als2cr11
ENSRNOT00000018387.6	ENSRNOG00000013586	protein_coding	Snai3
ENSRNOT00000059785.4	ENSRNOG00000027022	pseudogene	AABR07043654.1
ENSRNOT00000064824.3	ENSRNOG00000006921	protein_coding	Rbl1
ENSRNOT00000020969.5	ENSRNOG00000015657	protein_coding	Olr69
ENSRNOT00000034264.4	ENSRNOG00000001091	protein_coding	Hip1r
ENSRNOT00000011509.3	ENSRNOG00000008525	protein_coding	Csf3
ENSRNOT00000057562.3	ENSRNOG00000003669	protein_coding	Myocd
ENSRNOT00000078675.1	ENSRNOG00000003669	protein_coding	Myocd
ENSRNOT00000029443.3	ENSRNOG00000021644	protein_coding	Slc15a3
ENSRNOT00000078135.1	ENSRNOG00000051762	protein_coding	LOC501698
ENSRNOT00000003102.6	ENSRNOG00000002273	protein_coding	Naaa
ENSRNOT00000082369.1	ENSRNOG00000021221	protein_coding	Pced1a
ENSRNOT00000055810.3	ENSRNOG00000021221	protein_coding	Pced1a
ENSRNOT00000090122.1	ENSRNOG00000059753	protein_coding	Gys2
ENSRNOT00000088038.1	ENSRNOG00000053768	pseudogene	AC105804.1
ENSRNOT00000017090.5	ENSRNOG00000012269	protein_coding	Lpcat3
ENSRNOT00000009899.5	ENSRNOG00000007030	protein_coding	Epha7
ENSRNOT00000034353.3	ENSRNOG00000022457	pseudogene	AABR07050176.1
ENSRNOT00000019130.5	ENSRNOG00000014202	protein_coding	Snx20
ENSRNOT00000012248.6	ENSRNOG00000009219	protein_coding	Hepacam
ENSRNOT00000042287.6	ENSRNOG00000012852	protein_coding	Bin1
ENSRNOT00000049898.4	ENSRNOG00000012852	protein_coding	Bin1
ENSRNOT00000017573.7	ENSRNOG00000012852	protein_coding	Bin1
ENSRNOT00000029580.5	ENSRNOG00000021689	protein_coding	Rps6kb2
ENSRNOT00000083204.1	ENSRNOG00000021689	protein_coding	Rps6kb2
ENSRNOT00000073523.1	ENSRNOG00000048588	protein_coding	LOC100910145
ENSRNOT00000078643.1	ENSRNOG00000016391	protein_coding	LOC100912163
ENSRNOT00000022445.5	ENSRNOG00000016391	protein_coding	LOC100912163
ENSRNOT00000034902.4	ENSRNOG00000025252	protein_coding	Yars2
ENSRNOT00000025544.7	ENSRNOG00000026940	protein_coding	Rgsl2h
ENSRNOT00000044254.3	ENSRNOG00000029316	protein_coding	Gtf2f2
ENSRNOT00000022012.7	ENSRNOG00000016148	protein_coding	Gtse1
ENSRNOT00000039909.4	ENSRNOG00000031335	protein_coding	Ankrd37
ENSRNOT00000082757.1	ENSRNOG00000014025	protein_coding	Rasgrf1
ENSRNOT00000018794.8	ENSRNOG00000014025	protein_coding	Rasgrf1
ENSRNOT00000071912.2	ENSRNOG00000046348	protein_coding	AABR07052798.1
ENSRNOT00000027749.4	ENSRNOG00000020442	protein_coding	Ubl5
ENSRNOT00000091644.1	ENSRNOG00000056783	protein_coding	Cd69
ENSRNOT00000091496.1	ENSRNOG00000058486	pseudogene	AABR07021220.1
ENSRNOT00000025570.3	ENSRNOG00000018668	protein_coding	Glg1
ENSRNOT00000001696.3	ENSRNOG00000001258	protein_coding	Snx8
ENSRNOT00000000586.7	ENSRNOG00000000493	protein_coding	Snrpc
ENSRNOT00000015059.6	ENSRNOG00000011262	protein_coding	Gltscr1
ENSRNOT00000012225.6	ENSRNOG00000046339	protein_coding	Vmn2r33
ENSRNOT00000014827.5	ENSRNOG00000011162	protein_coding	Smco4
ENSRNOT00000075092.1	ENSRNOG00000045549	protein_coding	AABR07017825.1
ENSRNOT00000088662.1	ENSRNOG00000018342	protein_coding	Ctif
ENSRNOT00000024716.6	ENSRNOG00000018342	protein_coding	Ctif
ENSRNOT00000045827.4	ENSRNOG00000015396	protein_coding	Sptan1
ENSRNOT00000082672.1	ENSRNOG00000015396	protein_coding	Sptan1
ENSRNOT00000079640.1	ENSRNOG00000015396	protein_coding	Sptan1
ENSRNOT00000091697.1	ENSRNOG00000015396	protein_coding	Sptan1
ENSRNOT00000079108.1	ENSRNOG00000015396	protein_coding	Sptan1
ENSRNOT00000011052.4	ENSRNOG00000008017	protein_coding	Cdk5
ENSRNOT00000021483.4	ENSRNOG00000016001	protein_coding	Chmp1a
ENSRNOT00000083948.1	ENSRNOG00000055619	protein_coding	AC241717.1
ENSRNOT00000026201.7	ENSRNOG00000019236	protein_coding	Rnf220
ENSRNOT00000023514.5	ENSRNOG00000017426	protein_coding	Rragc
ENSRNOT00000027125.7	ENSRNOG00000020024	protein_coding	Taf7
ENSRNOT00000042490.3	ENSRNOG00000037327	protein_coding	F8a1
ENSRNOT00000036103.3	ENSRNOG00000025670	protein_coding	Shisa3
ENSRNOT00000088562.1	ENSRNOG00000059622	protein_coding	Pigb
ENSRNOT00000077899.1	ENSRNOG00000054474	protein_coding	Mastl
ENSRNOT00000079807.1	ENSRNOG00000051719	protein_coding	Ccdc85c
ENSRNOT00000003369.6	ENSRNOG00000002474	protein_coding	Tom1l1
ENSRNOT00000072772.2	ENSRNOG00000059135	protein_coding	LOC687088
ENSRNOT00000071331.2	ENSRNOG00000048035	protein_coding	Spata4
ENSRNOT00000072302.1	ENSRNOG00000047484	protein_coding	LOC103692128
ENSRNOT00000034527.5	ENSRNOG00000022990	protein_coding	Ifnk
ENSRNOT00000064799.1	ENSRNOG00000042727	protein_coding	RGD1563159
ENSRNOT00000005604.5	ENSRNOG00000004009	protein_coding	Xpnpep2
ENSRNOT00000005863.6	ENSRNOG00000004377	protein_coding	Lpin1
ENSRNOT00000084155.1	ENSRNOG00000004377	protein_coding	Lpin1
ENSRNOT00000082487.1	ENSRNOG00000010853	protein_coding	Chrna7
ENSRNOT00000051883.4	ENSRNOG00000010853	protein_coding	Chrna7
ENSRNOT00000081511.1	ENSRNOG00000054430	protein_coding	AABR07061780.1
ENSRNOT00000047795.1	ENSRNOG00000031349	protein_coding	AABR07026842.1
ENSRNOT00000067616.2	ENSRNOG00000014241	protein_coding	Ece1
ENSRNOT00000077742.1	ENSRNOG00000014241	protein_coding	Ece1
ENSRNOT00000019474.4	ENSRNOG00000014502	protein_coding	Triml1
ENSRNOT00000011867.4	ENSRNOG00000008849	protein_coding	Guca2a
ENSRNOT00000084312.1	ENSRNOG00000045846	protein_coding	Rfx2
ENSRNOT00000073025.2	ENSRNOG00000045846	protein_coding	Rfx2
ENSRNOT00000083271.1	ENSRNOG00000022060	protein_coding	Magi1
ENSRNOT00000037848.6	ENSRNOG00000022060	protein_coding	Magi1
ENSRNOT00000071315.3	ENSRNOG00000022060	protein_coding	Magi1
ENSRNOT00000019204.5	ENSRNOG00000014331	protein_coding	Zfp717
ENSRNOT00000071258.3	ENSRNOG00000045943	protein_coding	Rnf170
ENSRNOT00000079788.1	ENSRNOG00000051931	protein_coding	AABR07027235.1
ENSRNOT00000041238.3	ENSRNOG00000020299	protein_coding	Klc2
ENSRNOT00000018326.5	ENSRNOG00000013412	protein_coding	Creb1
ENSRNOT00000049654.4	ENSRNOG00000013412	protein_coding	Creb1
ENSRNOT00000073466.2	ENSRNOG00000045831	protein_coding	LOC100909784
ENSRNOT00000001794.7	ENSRNOG00000001316	protein_coding	Anapc5
ENSRNOT00000028924.2	ENSRNOG00000025687	protein_coding	LOC498836
ENSRNOT00000039322.3	ENSRNOG00000022030	protein_coding	Aunip
ENSRNOT00000003773.2	ENSRNOG00000002797	protein_coding	Gpr156
ENSRNOT00000031464.4	ENSRNOG00000027888	protein_coding	Cmss1
ENSRNOT00000006510.5	ENSRNOG00000004914	protein_coding	LOC500876
ENSRNOT00000020574.7	ENSRNOG00000015250	protein_coding	Mettl14
ENSRNOT00000065222.1	ENSRNOG00000015250	protein_coding	Mettl14
ENSRNOT00000033460.5	ENSRNOG00000015357	protein_coding	Bmper
ENSRNOT00000078002.1	ENSRNOG00000053910	protein_coding	AABR07044063.1
ENSRNOT00000047356.2	ENSRNOG00000030319	protein_coding	Morn2
ENSRNOT00000012524.5	ENSRNOG00000009461	protein_coding	Scp2d1
ENSRNOT00000074691.1	ENSRNOG00000059122	pseudogene	AABR07044268.1
ENSRNOT00000044619.1	ENSRNOG00000050447	protein_coding	Olr242
ENSRNOT00000092039.1	ENSRNOG00000001360	protein_coding	Stag3
ENSRNOT00000042006.4	ENSRNOG00000001360	protein_coding	Stag3
ENSRNOT00000006300.3	ENSRNOG00000004757	protein_coding	Tmem158
ENSRNOT00000066869.2	ENSRNOG00000017561	protein_coding	Toe1
ENSRNOT00000087237.1	ENSRNOG00000017561	protein_coding	Toe1
ENSRNOT00000059233.2	ENSRNOG00000003942	protein_coding	Asnsd1
ENSRNOT00000032918.6	ENSRNOG00000023509	protein_coding	Irs2
ENSRNOT00000046917.3	ENSRNOG00000030413	protein_coding	Tas2r137
ENSRNOT00000033613.5	ENSRNOG00000020997	protein_coding	Ms4a4c
ENSRNOT00000040847.3	ENSRNOG00000033192	protein_coding	Osmr
ENSRNOT00000080677.1	ENSRNOG00000033192	protein_coding	Osmr
ENSRNOT00000026210.5	ENSRNOG00000019228	protein_coding	Pik3r2
ENSRNOT00000023369.4	ENSRNOG00000049047	protein_coding	LOC690468
ENSRNOT00000042270.3	ENSRNOG00000001811	protein_coding	Fgfr1op2
ENSRNOT00000002476.5	ENSRNOG00000001811	protein_coding	Fgfr1op2
ENSRNOT00000077443.1	ENSRNOG00000058193	protein_coding	Slc27a6
ENSRNOT00000004799.5	ENSRNOG00000003520	protein_coding	Prdx2
ENSRNOT00000079454.1	ENSRNOG00000020713	protein_coding	Osbpl5
ENSRNOT00000028119.5	ENSRNOG00000020713	protein_coding	Osbpl5
ENSRNOT00000000125.5	ENSRNOG00000000113	protein_coding	Elac1
ENSRNOT00000005505.4	ENSRNOG00000004125	protein_coding	C4bpb
ENSRNOT00000080123.1	ENSRNOG00000054377	pseudogene	AABR07049753.1
ENSRNOT00000021485.5	ENSRNOG00000015682	protein_coding	Kel
ENSRNOT00000050782.5	ENSRNOG00000001185	protein_coding	RGD1311899
ENSRNOT00000031267.6	ENSRNOG00000012663	protein_coding	Mfsd6
ENSRNOT00000083487.1	ENSRNOG00000012663	protein_coding	Mfsd6
ENSRNOT00000086831.1	ENSRNOG00000054039	protein_coding	AABR07010085.1
ENSRNOT00000079269.1	ENSRNOG00000051837	protein_coding	Nwd2
ENSRNOT00000031588.2	ENSRNOG00000024256	pseudogene	AABR07053635.1
ENSRNOT00000073052.1	ENSRNOG00000048966	protein_coding	1700092M07Rik
ENSRNOT00000024060.5	ENSRNOG00000017767	protein_coding	Mrvi1
ENSRNOT00000002289.5	ENSRNOG00000001684	protein_coding	Ripply3
ENSRNOT00000040989.5	ENSRNOG00000043320	protein_coding	LOC103691092
ENSRNOT00000045652.2	ENSRNOG00000045841	protein_coding	Olr315
ENSRNOT00000080096.1	ENSRNOG00000057968	protein_coding	LOC100910829
ENSRNOT00000071568.2	ENSRNOG00000053884	protein_coding	Hoxa11
ENSRNOT00000086400.1	ENSRNOG00000051848	protein_coding	AABR07032622.1
ENSRNOT00000002942.7	ENSRNOG00000002151	protein_coding	LOC103693564
ENSRNOT00000022054.6	ENSRNOG00000038905	protein_coding	AABR07048397.1
ENSRNOT00000027225.7	ENSRNOG00000020093	protein_coding	LOC100360573
ENSRNOT00000020440.5	ENSRNOG00000015242	protein_coding	Fbxl8
ENSRNOT00000081185.1	ENSRNOG00000057754	protein_coding	Tcf12
ENSRNOT00000084925.1	ENSRNOG00000057754	protein_coding	Tcf12
ENSRNOT00000087270.1	ENSRNOG00000057754	protein_coding	Tcf12
ENSRNOT00000002233.5	ENSRNOG00000042975	protein_coding	Tmem45a
ENSRNOT00000055960.3	ENSRNOG00000017574	protein_coding	RGD1309110
ENSRNOT00000006450.7	ENSRNOG00000004717	protein_coding	Epyc
ENSRNOT00000072166.1	ENSRNOG00000004717	protein_coding	Epyc
ENSRNOT00000038950.5	ENSRNOG00000026919	protein_coding	RGD1565367
ENSRNOT00000021156.6	ENSRNOG00000015423	protein_coding	Ccna2
ENSRNOT00000079745.1	ENSRNOG00000015423	protein_coding	Ccna2
ENSRNOT00000068166.3	ENSRNOG00000042570	protein_coding	LOC100361595
ENSRNOT00000082791.1	ENSRNOG00000042570	protein_coding	LOC100361595
ENSRNOT00000009344.6	ENSRNOG00000006930	protein_coding	Casq1
ENSRNOT00000020425.5	ENSRNOG00000015156	protein_coding	Gal
ENSRNOT00000077888.1	ENSRNOG00000052934	protein_coding	Nol11
ENSRNOT00000081224.1	ENSRNOG00000051868	protein_coding	RGD1561277
ENSRNOT00000015870.4	ENSRNOG00000032959	protein_coding	Adh7
ENSRNOT00000063808.2	ENSRNOG00000042465	protein_coding	Zbtb32
ENSRNOT00000066482.2	ENSRNOG00000042329	protein_coding	LOC689927
ENSRNOT00000005559.6	ENSRNOG00000004124	protein_coding	Grpr
ENSRNOT00000090146.1	ENSRNOG00000030449	protein_coding	Gsta4
ENSRNOT00000012348.6	ENSRNOG00000030449	protein_coding	Gsta4
ENSRNOT00000024950.7	ENSRNOG00000018425	protein_coding	Dym
ENSRNOT00000066336.2	ENSRNOG00000018425	protein_coding	Dym
ENSRNOT00000011326.7	ENSRNOG00000008331	protein_coding	RGD1309995
ENSRNOT00000030031.4	ENSRNOG00000022014	protein_coding	Rab35
ENSRNOT00000038706.3	ENSRNOG00000049720	pseudogene	AABR07002129.1
ENSRNOT00000038077.3	ENSRNOG00000027431	protein_coding	AABR07062268.1
ENSRNOT00000077398.1	ENSRNOG00000057806	protein_coding	Trpm7
ENSRNOT00000079191.1	ENSRNOG00000057806	protein_coding	Trpm7
ENSRNOT00000030228.5	ENSRNOG00000026248	protein_coding	Nmt2
ENSRNOT00000034961.6	ENSRNOG00000027773	protein_coding	Ppp4r3a
ENSRNOT00000091002.1	ENSRNOG00000051658	snoRNA	SNORA17
ENSRNOT00000010533.2	ENSRNOG00000007889	protein_coding	Aipl1
ENSRNOT00000019192.6	ENSRNOG00000014117	protein_coding	Hmox1
ENSRNOT00000036223.4	ENSRNOG00000021886	protein_coding	B4galt7
ENSRNOT00000083492.1	ENSRNOG00000021886	protein_coding	B4galt7
ENSRNOT00000020728.5	ENSRNOG00000015075	protein_coding	Stc1
ENSRNOT00000029183.4	ENSRNOG00000027063	protein_coding	AABR07062136.1
ENSRNOT00000087966.1	ENSRNOG00000053355	misc_RNA	7SK
ENSRNOT00000077679.1	ENSRNOG00000022691	protein_coding	St8sia5
ENSRNOT00000035317.1	ENSRNOG00000022691	protein_coding	St8sia5
ENSRNOT00000089158.1	ENSRNOG00000058732	snRNA	U6
ENSRNOT00000009082.6	ENSRNOG00000006913	protein_coding	Rpain
ENSRNOT00000044363.3	ENSRNOG00000006913	protein_coding	Rpain
ENSRNOT00000065045.2	ENSRNOG00000002652	protein_coding	Rap1gap2
ENSRNOT00000092203.1	ENSRNOG00000002652	protein_coding	Rap1gap2
ENSRNOT00000082032.1	ENSRNOG00000059107	snoRNA	SNORA17
ENSRNOT00000014204.5	ENSRNOG00000010605	protein_coding	Gsc
ENSRNOT00000089708.1	ENSRNOG00000057063	snRNA	U6
ENSRNOT00000045056.3	ENSRNOG00000032058	protein_coding	Pogk
ENSRNOT00000089827.1	ENSRNOG00000032058	protein_coding	Pogk
ENSRNOT00000008210.6	ENSRNOG00000005434	protein_coding	Sptbn1
ENSRNOT00000084595.1	ENSRNOG00000005434	protein_coding	Sptbn1
ENSRNOT00000083528.1	ENSRNOG00000005434	protein_coding	Sptbn1
ENSRNOT00000081838.1	ENSRNOG00000055604	protein_coding	LOC100911229
ENSRNOT00000083569.1	ENSRNOG00000053974	protein_coding	Tmem233
ENSRNOT00000090469.1	ENSRNOG00000054387	snRNA	U6
ENSRNOT00000022249.7	ENSRNOG00000016338	protein_coding	Fam92a
ENSRNOT00000016930.4	ENSRNOG00000012665	protein_coding	Nmrk1
ENSRNOT00000077633.1	ENSRNOG00000053082	snoRNA	SNORA29
ENSRNOT00000079606.1	ENSRNOG00000048310	protein_coding	LOC100910478
ENSRNOT00000012636.7	ENSRNOG00000048310	protein_coding	LOC100910478
ENSRNOT00000073796.2	ENSRNOG00000046763	protein_coding	Adssl1
ENSRNOT00000001581.6	ENSRNOG00000001192	protein_coding	Gltp
ENSRNOT00000081501.1	ENSRNOG00000018937	protein_coding	Gstm7
ENSRNOT00000025689.4	ENSRNOG00000018937	protein_coding	Gstm7
ENSRNOT00000025939.4	ENSRNOG00000018937	protein_coding	Gstm7
ENSRNOT00000069087.2	ENSRNOG00000043820	miRNA	Mir664-1
ENSRNOT00000017379.6	ENSRNOG00000012385	protein_coding	Naa15
ENSRNOT00000048975.5	ENSRNOG00000042360	protein_coding	Treml4
ENSRNOT00000075682.1	ENSRNOG00000046365	protein_coding	Oit3
ENSRNOT00000083918.1	ENSRNOG00000053994	snoRNA	SNORA17
ENSRNOT00000077885.1	ENSRNOG00000053101	pseudogene	AABR07047694.1
ENSRNOT00000090854.1	ENSRNOG00000055997	snRNA	U6
ENSRNOT00000067324.2	ENSRNOG00000015211	protein_coding	Sass6
ENSRNOT00000006942.4	ENSRNOG00000005003	protein_coding	Ptprn2
ENSRNOT00000086575.1	ENSRNOG00000047781	protein_coding	Slc25a23
ENSRNOT00000073000.2	ENSRNOG00000047781	protein_coding	Slc25a23
ENSRNOT00000075376.1	ENSRNOG00000050972	protein_coding	AABR07065651.4
ENSRNOT00000086777.1	ENSRNOG00000050972	protein_coding	AABR07065651.4
ENSRNOT00000087335.1	ENSRNOG00000059658	snoRNA	SNORA17
ENSRNOT00000087278.1	ENSRNOG00000005933	protein_coding	Yap1
ENSRNOT00000031189.7	ENSRNOG00000005933	protein_coding	Yap1
ENSRNOT00000008074.7	ENSRNOG00000005933	protein_coding	Yap1
ENSRNOT00000085285.1	ENSRNOG00000005933	protein_coding	Yap1
ENSRNOT00000007866.6	ENSRNOG00000005933	protein_coding	Yap1
ENSRNOT00000019947.3	ENSRNOG00000014698	protein_coding	Chrnb1
ENSRNOT00000014333.4	ENSRNOG00000010459	protein_coding	Fbxo43
ENSRNOT00000059263.2	ENSRNOG00000026874	protein_coding	Zfp956
ENSRNOT00000010634.5	ENSRNOG00000007865	protein_coding	Ephb1
ENSRNOT00000085456.1	ENSRNOG00000061095	scaRNA	SCARNA20
ENSRNOT00000033044.6	ENSRNOG00000024068	protein_coding	RGD1564955
ENSRNOT00000081094.1	ENSRNOG00000056328	lincRNA	AABR07017227.1
ENSRNOT00000043110.3	ENSRNOG00000029560	protein_coding	LOC100360439
ENSRNOT00000035373.5	ENSRNOG00000025596	protein_coding	Ago4
ENSRNOT00000012913.3	ENSRNOG00000009556	protein_coding	Prokr1
ENSRNOT00000084534.1	ENSRNOG00000058114	lincRNA	AABR07063581.1
ENSRNOT00000087221.1	ENSRNOG00000057052	lincRNA	AABR07019437.5
ENSRNOT00000017607.3	ENSRNOG00000013171	protein_coding	Grm2
ENSRNOT00000081797.1	ENSRNOG00000012405	protein_coding	Tcf4
ENSRNOT00000020431.7	ENSRNOG00000012405	protein_coding	Tcf4
ENSRNOT00000080844.1	ENSRNOG00000012405	protein_coding	Tcf4
ENSRNOT00000077712.1	ENSRNOG00000061785	lincRNA	AABR07065124.2
ENSRNOT00000074657.2	ENSRNOG00000049063	protein_coding	Slc16a9
ENSRNOT00000086764.1	ENSRNOG00000055599	lincRNA	AABR07056984.1
ENSRNOT00000003542.5	ENSRNOG00000002615	protein_coding	Pmm2
ENSRNOT00000090283.1	ENSRNOG00000053228	protein_coding	AABR07061036.1
ENSRNOT00000080357.1	ENSRNOG00000057983	lincRNA	AABR07036426.1
ENSRNOT00000089715.1	ENSRNOG00000016145	protein_coding	Strn4
ENSRNOT00000021976.5	ENSRNOG00000016145	protein_coding	Strn4
ENSRNOT00000084934.1	ENSRNOG00000055297	protein_coding	AABR07005633.1
ENSRNOT00000039809.5	ENSRNOG00000009746	protein_coding	Akap17b
ENSRNOT00000077618.1	ENSRNOG00000052761	lincRNA	AC095390.1
ENSRNOT00000073811.1	ENSRNOG00000046744	protein_coding	Ankrd29
ENSRNOT00000018872.6	ENSRNOG00000014066	protein_coding	Jade1
ENSRNOT00000038352.6	ENSRNOG00000025383	protein_coding	Pdha1
ENSRNOT00000088802.1	ENSRNOG00000025383	protein_coding	Pdha1
ENSRNOT00000091048.1	ENSRNOG00000049056	protein_coding	Ak1
ENSRNOT00000073840.2	ENSRNOG00000049056	protein_coding	Ak1
ENSRNOT00000085441.1	ENSRNOG00000061265	lincRNA	AABR07067767.2
ENSRNOT00000090957.1	ENSRNOG00000058305	lincRNA	AABR07028172.1
ENSRNOT00000065384.3	ENSRNOG00000026162	protein_coding	Cetn4
ENSRNOT00000011876.5	ENSRNOG00000008978	protein_coding	Trmt12
ENSRNOT00000028462.6	ENSRNOG00000020950	protein_coding	Syvn1
ENSRNOT00000084794.1	ENSRNOG00000054550	lincRNA	AABR07045015.1
ENSRNOT00000079961.1	ENSRNOG00000007896	protein_coding	Klhl38
ENSRNOT00000010484.5	ENSRNOG00000007896	protein_coding	Klhl38
ENSRNOT00000021979.4	ENSRNOG00000016242	protein_coding	Fzd1
ENSRNOT00000012924.5	ENSRNOG00000009652	protein_coding	Prkci
ENSRNOT00000037332.3	ENSRNOG00000006844	protein_coding	Dnajc14
ENSRNOT00000081875.1	ENSRNOG00000002241	protein_coding	Hspbap1
ENSRNOT00000003060.6	ENSRNOG00000002241	protein_coding	Hspbap1
ENSRNOT00000039261.5	ENSRNOG00000022764	protein_coding	Evi2a
ENSRNOT00000007789.5	ENSRNOG00000005930	protein_coding	Nnmt
ENSRNOT00000078906.1	ENSRNOG00000047594	protein_coding	Heatr1
ENSRNOT00000070825.2	ENSRNOG00000047594	protein_coding	Heatr1
ENSRNOT00000071829.2	ENSRNOG00000047594	protein_coding	Heatr1
ENSRNOT00000025507.4	ENSRNOG00000018765	protein_coding	Pold4
ENSRNOT00000045882.4	ENSRNOG00000008970	protein_coding	Pcdh17
ENSRNOT00000038410.5	ENSRNOG00000023100	protein_coding	Tctex1d1
ENSRNOT00000004141.6	ENSRNOG00000003105	protein_coding	Kif19
ENSRNOT00000089807.1	ENSRNOG00000051684	protein_coding	St8sia6
ENSRNOT00000036162.4	ENSRNOG00000021447	protein_coding	Prr7
ENSRNOT00000008018.5	ENSRNOG00000005987	protein_coding	Suox
ENSRNOT00000073638.1	ENSRNOG00000047635	protein_coding	Tmem178b
ENSRNOT00000074873.1	ENSRNOG00000050108	protein_coding	LOC100911319
ENSRNOT00000032240.4	ENSRNOG00000023210	protein_coding	Trappc10
ENSRNOT00000056933.5	ENSRNOG00000020616	protein_coding	LOC103689986
ENSRNOT00000027987.8	ENSRNOG00000020616	protein_coding	LOC103689986
ENSRNOT00000083176.1	ENSRNOG00000055286	protein_coding	Yif1b
ENSRNOT00000044145.5	ENSRNOG00000055286	protein_coding	Yif1b
ENSRNOT00000072922.1	ENSRNOG00000049851	protein_coding	Fmo6
ENSRNOT00000043673.4	ENSRNOG00000047836	protein_coding	RGD1565617
ENSRNOT00000046865.4	ENSRNOG00000049950	pseudogene	Olr1566
ENSRNOT00000022349.4	ENSRNOG00000016608	protein_coding	Zfp579
ENSRNOT00000029456.5	ENSRNOG00000021638	protein_coding	Eef1d
ENSRNOT00000005611.5	ENSRNOG00000004027	protein_coding	Aldh9a1
ENSRNOT00000002238.6	ENSRNOG00000001640	protein_coding	Tomm70
ENSRNOT00000004001.6	ENSRNOG00000002851	protein_coding	Fam104a
ENSRNOT00000081519.1	ENSRNOG00000002851	protein_coding	Fam104a
ENSRNOT00000072727.2	ENSRNOG00000050178	protein_coding	LOC102549011
ENSRNOT00000014670.7	ENSRNOG00000028677	protein_coding	LOC361346
ENSRNOT00000082021.1	ENSRNOG00000007410	protein_coding	Dab1
ENSRNOT00000009977.2	ENSRNOG00000007410	protein_coding	Dab1
